# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         6.6000   3.878550e-24   7.172583e-24   8.504985e-24   2.094478e-23   4.856404e-23   8.170157e-23   1.368373e-22   2.153336e-22   3.051899e-22   4.099681e-22   3.863658e-22   2.224745e-21   5.254943e-21   5.011093e-21   0.000000e+00
         6.6500   3.769049e-24   6.962188e-24   8.358307e-24   2.076029e-23   4.643507e-23   7.773497e-23   1.297319e-22   2.035221e-22   2.880057e-22   3.863006e-22   3.721221e-22   2.144638e-21   5.031709e-21   4.777248e-21   0.000000e+00
         6.7000   3.644816e-24   6.728520e-24   8.228955e-24   2.065344e-23   4.432569e-23   7.385841e-23   1.228713e-22   1.921949e-22   2.715537e-22   3.636664e-22   3.582399e-22   2.067284e-21   4.820759e-21   4.556527e-21   0.000000e+00
         6.7500   3.508343e-24   6.475160e-24   8.115943e-24   2.062746e-23   4.224878e-23   7.005829e-23   1.162310e-22   1.813350e-22   2.558190e-22   3.420663e-22   3.447204e-22   1.992012e-21   4.621294e-21   4.348093e-21   0.000000e+00
         6.8000   3.362114e-24   6.205806e-24   8.018194e-24   2.068587e-23   4.021447e-23   6.634405e-23   1.097859e-22   1.709135e-22   2.407762e-22   3.214841e-22   3.317529e-22   1.918748e-21   4.432577e-21   4.151180e-21   0.000000e+00
         6.8500   3.208533e-24   5.924158e-24   7.934464e-24   2.083254e-23   3.822280e-23   6.273130e-23   1.035282e-22   1.608851e-22   2.263867e-22   3.018833e-22   3.194996e-22   1.847628e-21   4.253830e-21   3.965024e-21   0.000000e+00
         6.9000   3.049864e-24   5.633812e-24   7.863326e-24   2.107172e-23   3.627152e-23   5.922924e-23   9.747293e-23   1.512101e-22   2.125855e-22   2.832075e-22   3.079610e-22   1.778754e-21   4.084348e-21   3.788899e-21   0.000000e+00
         6.9500   2.888184e-24   5.338183e-24   7.803231e-24   2.140788e-23   3.435959e-23   5.583483e-23   9.163558e-23   1.418895e-22   1.993143e-22   2.653625e-22   2.971042e-22   1.712003e-21   3.923393e-21   3.622132e-21   0.000000e+00
         7.0000   2.725353e-24   5.040429e-24   7.752613e-24   2.184559e-23   3.249004e-23   5.254419e-23   8.601809e-23   1.329470e-22   1.865632e-22   2.482635e-22   2.867351e-22   1.647198e-21   3.770127e-21   3.464021e-21   0.000000e+00
         7.0500   2.562993e-24   4.743394e-24   7.709904e-24   2.238961e-23   3.066699e-23   4.935604e-23   8.061366e-23   1.244002e-22   1.743611e-22   2.318880e-22   2.765479e-22   1.583898e-21   3.623799e-21   3.313825e-21   0.000000e+00
         7.1000   2.402486e-24   4.449579e-24   7.673478e-24   2.304508e-23   2.889439e-23   4.627389e-23   7.541625e-23   1.162394e-22   1.627329e-22   2.162704e-22   2.663152e-22   1.521654e-21   3.483962e-21   3.170922e-21   0.000000e+00
