# CIE bound-bound cooling efficiency for Ne (Z=10)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Ne0          L_Ne1          L_Ne2          L_Ne3          L_Ne4          L_Ne5          L_Ne6          L_Ne7          L_Ne8          L_Ne9          L_Ne10       
         8.4000   1.942210e-20   5.002587e-20   4.002169e-19   1.303405e-19   5.426798e-19   5.913164e-20   3.445246e-19   3.151422e-19   2.488490e-19   7.008333e-20   0.000000e+00
         8.4500   1.833951e-20   4.723762e-20   3.850611e-19   1.252625e-19   5.222219e-19   6.070477e-20   3.309175e-19   3.046013e-19   2.470773e-19   6.883613e-20   0.000000e+00
         8.5000   1.731686e-20   4.460373e-20   3.703477e-19   1.203451e-19   5.023580e-19   6.187645e-20   3.177449e-19   2.942540e-19   2.452726e-19   6.752241e-20   0.000000e+00
         8.5500   1.635090e-20   4.211583e-20   3.560746e-19   1.155862e-19   4.830855e-19   6.268452e-20   3.050020e-19   2.841101e-19   2.434738e-19   6.615114e-20   0.000000e+00
         8.6000   1.543855e-20   3.976596e-20   3.422389e-19   1.109835e-19   4.644000e-19   6.316775e-20   2.926833e-19   2.741776e-19   2.417179e-19   6.473085e-20   0.000000e+00
         8.6500   1.457686e-20   3.754657e-20   3.288363e-19   1.065343e-19   4.462959e-19   6.336407e-20   2.807822e-19   2.644627e-19   2.400405e-19   6.326960e-20   0.000000e+00
         8.7000   1.376307e-20   3.545054e-20   3.158617e-19   1.022358e-19   4.287666e-19   6.330951e-20   2.692916e-19   2.549711e-19   2.384752e-19   6.177502e-20   0.000000e+00
         8.7500   1.299455e-20   3.347107e-20   3.033093e-19   9.808500e-20   4.118042e-19   6.303747e-20   2.582036e-19   2.457073e-19   2.370545e-19   6.025422e-20   0.000000e+00
         8.8000   1.226880e-20   3.160176e-20   2.911726e-19   9.407887e-20   3.953999e-19   6.257844e-20   2.475100e-19   2.366753e-19   2.358094e-19   5.871384e-20   0.000000e+00
         8.8500   1.158346e-20   2.983654e-20   2.794444e-19   9.021417e-20   3.795444e-19   6.195985e-20   2.372019e-19   2.278780e-19   2.347701e-19   5.716005e-20   0.000000e+00
         8.9000   1.093631e-20   2.816966e-20   2.681170e-19   8.648760e-20   3.642274e-19   6.120617e-20   2.272704e-19   2.193175e-19   2.339654e-19   5.559852e-20   0.000000e+00
         8.9500   1.032523e-20   2.659568e-20   2.571824e-19   8.289578e-20   3.494382e-19   6.033901e-20   2.177059e-19   2.109953e-19   2.334236e-19   5.403445e-20   0.000000e+00
         9.0000   9.748222e-21   2.510946e-20   2.466320e-19   7.943528e-20   3.351656e-19   5.937734e-20   2.084990e-19   2.029118e-19   2.331720e-19   5.247261e-20   0.000000e+00
