# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         7.2000   0.000000e+00   2.145867e-18   1.850252e-18   1.317584e-18   1.278870e-18   1.152247e-18   1.207710e-18   1.155282e-18   1.000794e-18   7.975829e-19   6.020051e-19   4.055128e-19   5.883313e-20   2.480654e-20   0.000000e+00
         7.2500   0.000000e+00   2.076805e-18   1.781930e-18   1.271903e-18   1.259295e-18   1.137709e-18   1.190811e-18   1.139689e-18   9.861194e-19   7.849159e-19   5.918649e-19   4.077639e-19   6.776404e-20   2.840624e-20   0.000000e+00
         7.3000   0.000000e+00   2.008761e-18   1.715415e-18   1.227458e-18   1.238239e-18   1.121767e-18   1.172551e-18   1.122424e-18   9.701473e-19   7.713340e-19   5.809017e-19   4.091134e-19   7.689896e-20   3.197101e-20   0.000000e+00
         7.3500   0.000000e+00   1.941833e-18   1.650726e-18   1.184075e-18   1.215907e-18   1.104549e-18   1.153083e-18   1.103669e-18   9.530999e-19   7.569573e-19   5.692088e-19   4.095363e-19   8.609367e-20   3.543633e-20   0.000000e+00
         7.4000   0.000000e+00   1.876108e-18   1.587871e-18   1.141750e-18   1.192484e-18   1.086179e-18   1.132544e-18   1.083602e-18   9.351529e-19   7.419085e-19   5.568847e-19   4.094078e-19   9.521106e-20   3.874856e-20   0.000000e+00
         7.4500   0.000000e+00   1.811659e-18   1.526852e-18   1.100479e-18   1.168141e-18   1.066779e-18   1.111061e-18   1.062391e-18   9.164500e-19   7.262913e-19   5.440775e-19   4.085629e-19   1.041264e-19   4.186567e-20   0.000000e+00
         7.5000   0.000000e+00   1.748548e-18   1.467664e-18   1.060257e-18   1.143044e-18   1.046465e-18   1.088754e-18   1.040197e-18   8.971133e-19   7.101925e-19   5.309681e-19   4.068313e-19   1.127306e-19   4.475709e-20   0.000000e+00
         7.5500   0.000000e+00   1.686825e-18   1.410296e-18   1.021085e-18   1.117341e-18   1.025352e-18   1.065735e-18   1.017189e-18   8.772496e-19   6.936891e-19   5.176777e-19   4.042459e-19   1.209313e-19   4.740271e-20   0.000000e+00
         7.6000   0.000000e+00   1.626533e-18   1.354734e-18   9.829658e-19   1.091161e-18   1.003552e-18   1.042112e-18   9.935892e-19   8.569551e-19   6.768523e-19   5.042844e-19   4.008494e-19   1.286531e-19   4.979147e-20   0.000000e+00
         7.6500   0.000000e+00   1.567705e-18   1.300958e-18   9.459010e-19   1.064619e-18   9.811713e-19   1.017989e-18   9.695987e-19   8.363196e-19   6.597493e-19   4.908411e-19   3.966905e-19   1.358379e-19   5.191974e-20   0.000000e+00
         7.7000   0.000000e+00   1.510365e-18   1.248945e-18   9.098905e-19   1.037819e-18   9.583122e-19   9.934625e-19   9.453706e-19   8.154350e-19   6.424446e-19   4.773861e-19   3.918190e-19   1.424447e-19   5.378973e-20   0.000000e+00
         7.7500   0.000000e+00   1.454531e-18   1.198667e-18   8.749328e-19   1.010853e-18   9.350726e-19   9.686359e-19   9.210251e-19   7.943831e-19   6.250100e-19   4.639502e-19   3.862900e-19   1.484476e-19   5.540791e-20   0.000000e+00
         7.8000   0.000000e+00   1.400213e-18   1.150097e-18   8.410236e-19   9.838068e-19   9.115449e-19   9.436167e-19   8.966576e-19   7.732341e-19   6.075406e-19   4.505604e-19   3.805589e-19   1.538332e-19   5.678377e-20   0.000000e+00
         7.8500   0.000000e+00   1.347419e-18   1.103201e-18   8.081560e-19   9.567564e-19   8.878157e-19   9.184953e-19   8.723427e-19   7.520504e-19   5.901147e-19   4.372336e-19   3.743623e-19   1.585991e-19   5.792868e-20   0.000000e+00
         7.9000   0.000000e+00   1.296146e-18   1.057947e-18   7.763207e-19   9.297719e-19   8.639660e-19   8.933480e-19   8.481272e-19   7.308884e-19   5.727912e-19   4.239819e-19   3.676814e-19   1.627514e-19   5.885511e-20   0.000000e+00
         7.9500   0.000000e+00   1.246391e-18   1.014298e-18   7.455065e-19   9.029166e-19   8.400711e-19   8.682419e-19   8.240478e-19   7.098016e-19   5.556162e-19   4.108246e-19   3.605833e-19   1.663038e-19   5.957596e-20   0.000000e+00
